,0,1,2
827,288075,연제 연산5동점,부산 연제구 연산동 1386-37
828,288076,연제 롯데데시앙점,부산 연제구 월드컵대로 55
829,288077,연제 다진학원,부산 연제구 고분로 246 (연산동)
830,288078,여주 현암오학점,경기 여주시 학동1길 29 (현암동)
831,288079,여주 세종초교점,"경기 여주시 세종로 230 (교동, 여주역금호어울림베르티스)"
832,288080,여주 교리세종점,경기 여주시 세종로 204-18 (교동)
833,288081,여의조촌점,전북 전주시 덕진구 여암2길 31-13 (여의동)
834,288082,여의도 갈루아해법학원점,"서울특별시 영등포구 국제금융로 78 (여의도동, 홍우빌딩)"
835,288083,에코스마트해법수학 중앙점,전북 전주시 덕진구 세병로 67
836,288084,에코데시앙14점,전북 전주시 덕진구 세병로 208
837,288085,에코더샵3차점,"전북 전주시 덕진구 세병로 138 (송천동2가, 에코시티 더샵3차상가)"
838,288086,에코더샵2차점,전북 전주시 덕진구 세병로 175
839,288087,에코더샵1차점,"전북 전주시 덕진구 세병로 42 (송천동2가, 에코시티더샵)"
840,288088,양평 양평초교점,경기 양평군 양평읍 양근로137번길 12 (양근리)
841,288089,양평 다문초교점,경기 양평군 용문면 다문리 1052
842,288090,양천강서초점,"서울 양천구 오목로4길 15 (신월동, 아트꿈나무어린이집)"
843,288091,양천 윤클래스점,서울 양천구 신월동 18-3
844,288092,양천 신정뉴타운점,"서울 양천구 신월로20길 7 (신월동, 신정뉴타운두산위브아파트)"
845,288093,양천 신정2동쌍용점,"서울 양천구 신목로 16 (신정동, 쌍용아파트)"
846,288094,양천 신은초점,"서울 양천구 신정이펜2로 20 (신정동, 서남프라자1)"
847,288095,양천 스마트해법신목점,"서울 양천구 목동중앙로 97 (목동, 청우빌딩)"
848,288096,양천 샘수학지향초점,"서울 양천구 신정로7길 60-7 (신정동, 푸른마을4단지아파트)"
849,288097,양천 목동초점,서울 양천구 목동동로12길 15-1 (목동)
850,288098,양천 목동점,서울 양천구 목동중앙본로5길 73 (목동)
851,288099,양천 목동9단지해법공부방점,"서울 양천구 목동서로 340 (신정동, 목동신시가지아파트9단지)"
852,288100,양천 목동3단지점,서울 양천구 목동 773-4
853,288101,양천 목동14단지점,"서울 양천구 목동동로8길 23 (신정동, 메리트원)"
854,288102,양천 목동13단지점,"서울 양천구 목동동로 100 (신정동, 목동신시가지아파트13단지)"
855,288103,양천 목6단지점,"서울 양천구 목동동로 430 (목동, 목동신시가지아파트6단지)"
856,288104,양천 계남초점,"서울 양천구 목동동로 50 (신정동, 목동신시가지아파트12단지)"
857,288105,양천 강서초뮤엠점,서울 양천구 오목로5길 4 (신월동)
858,288106,양주 옥정푸르지오점,경기 양주시 옥정동로 274 (옥정동)
859,288107,양주 옥정메트로포레e해법수학,"경기 양주시 옥정동로 10 (옥정동, e편한세상 옥정 메트로포레)"
860,288108,양주 옥정대방노블랜드점,"경기 양주시 회천남로 54 (옥정동, 양주옥정신도시 대방노블랜드 더 시그니처)"
861,288109,양주 옥정계룡더파크포레점,"경기 양주시 옥정로2길 265 (옥정동, 더 파크포레 계룡건설 엔에이치에프)"
862,288110,양주 옥정e편한세상3차점,"경기 양주시 옥정서로1길 60 (옥정동, e편한세상 옥정 더퍼스트)"
863,288111,양주 옥빛초점,경기 양주시 옥정로 148
864,288112,양주 삼성영어셀레나해법수학점,경기 양주시 덕계로5길 81-9
865,288113,양주 백석동화1차점,"경기 양주시 백석읍 꿈나무로 299 (복지리, 동화은하수1단지장미"
866,288114,양주 굿뉴스점,"경기 양주시 고암길 305-40 (덕정동, 청담마을)"
867,288115,양주 고읍한양1차점,경기 양주시 고읍동 439-2
868,288116,양주 고읍덕현점,"경기 양주시 고읍로35번길 8 (고읍동, 산내들마을우미린아파트)"
869,288117,양주 e편한에듀파크점,경기 양주시 옥정동로1길 63 (옥정동)
870,288118,양산 이지더원3차점,"경남 양산시 동면 금오16길 100 (석산리, 양산이지더원리버포레)"
871,288119,양산 어곡점,"경남 양산시 두전길 40 (어곡동, 삼성파크빌 상가)"
872,288120,양산 양우5차점,"경남 양산시 물금읍 물금로 41 (물금리, 양산물금양우내안애5차리버파크)"
873,288121,양산 신기주공점,"경남 양산시 신기서길 23 (신기동, 양산신기주공아파트)"
874,288122,양산 수자인점,경남 양산시 물금읍 서들로 148
875,288123,양산 석산반도5차점,경남 양산시 동면 금오13길 12 (석산리)
876,288124,양산 사송트루엘점,경남 양산시 동면 내송큰들로 84
877,288125,양산 사송더샵데시앙1단지점,"경남 양산시 동면 내송큰들로 141 (내송리, 사송더샵데시앙 1단지)"
878,288126,양산 범어백년가약점,경남 양산시 물금읍 범어리 2676-13
879,288127,양산 동면동원2차점,"경남 양산시 동면 금오15길 9 (석산리, 양산신도시2차동원로얄듀크)"
880,288128,양산 덕계두산위브점,경남 양산시 덕계동 180-5
881,288129,양산 대운점,경남 양산시 대운7길 26 (삼호동)
882,288130,야탑 상탑초점,"경기 성남시 분당구 판교로 627 (야탑동, 목련마을한신아파트)"
883,288131,압량초점,경북 경산시 압량읍 압독2로8길 8 (신대리)
884,288132,안양호원메타점,"경기 안양시 동안구 경수대로 597 (호계동, 영신빌딩)"
885,288133,안양호계덕현점,경기 안양시 동안구 경수대로584번길 37 (호계동)
886,288134,안양호계3동대림1호점,"경기 안양시 동안구 호성로 49 (호계동, 두성상가)"
887,288135,안양평촌금호점,"경기 안양시 동안구 귀인로 152 (호계동, 무궁화금호아파트 상가동)"
888,288136,안양안양초점,경기 안양시 만안구 안양로 224-6 (안양동)
889,288137,안양석수삼성초점,"경기 안양시 만안구 경수대로 1241 (석수동, 경남아너스빌아파트 상가동)"
890,288138,안양메가트리아점,"경기 안양시 만안구 태평로60번길 24 (안양동, 센트럴타워1)"
891,288139,안양더샵점,"경기 안양시 동안구 시민대로327번길 55 (관양동, 평촌더샵센트럴시티)"
892,288140,안양관양점,경기 안양시 동안구 관양동 1408-18
893,288141,안양9동점,경기 안양시 만안구 능곡로26번길 35 (안양동)
894,288142,안양3동 성원점,경기 안양시 만안구 안양3동 성원1차아파트 (101~108동)
895,288143,안양1동래미안1호점,"경기 안양시 만안구 태평로134번길 19 (안양동, 센타프라자)"
896,288144,안양 호계럭키점,"경기 안양시 동안구 경수대로623번길 46 (호계동, 럭키호계아파트)"
897,288145,안양 호계꿈터점,"경기 안양시 동안구 경수대로 458 (호계동, 호계2차현대홈타운"
898,288146,안양 향촌현대4차점,"경기 안양시 동안구 귀인로 193 (평촌동, 향촌현대4차아파트)"
899,288147,안양 향촌롯데1호점,"경기 안양시 동안구 평촌대로180번길 28 (평촌동, 향촌롯데아파트)"
900,288148,안양 한가람신라1호점,"경기 안양시 동안구 달안로 124 (관양동, 한가람신라아파트)"
901,288149,안양 한가람두산점,"경기 안양시 동안구 달안로 125 (관양동, 한가람두산아파트)"
902,288150,안양 평촌현대점,"경기 안양시 동안구 귀인로 213 (평촌동, 향촌현대5차아파트)"
903,288151,안양 평촌샘마을임광점,"경기 안양시 동안구 평촌대로40번길 100 (호계동, 샘마을아파트)"
904,288152,안양 평촌무궁화태영 점,"경기 안양시 동안구 경수대로610번길 31 (호계동, 무궁화태영아파트 상가동)"
905,288153,안양 지사직영점,경기 의왕시 갈미2로 18
906,288154,안양 인덕원 삼성점,"경기 안양시 동안구 관양로305번길 34 (관양동, 인덕원삼성아파트 유치원)"
907,288155,안양 씨엘포레자이점,경기 안양시 만안구 안양동 585-2
908,288156,안양 스카이벽산점,경기 안양시 만안구 박달로479번길 19 (박달동)
909,288157,안양 수리산점,경기 안양시 만안구 안양동 1062
910,288158,안양 석수현대점,"경기 안양시 만안구 안양로532번길 16 (석수동, 현대아파트 상가동)"
911,288159,안양 비산임곡점,경기 안양시 동안구 비산동 514
912,288160,안양 비산샘모루점,"경기 안양시 동안구 관악대로 121 (비산동, 비산 삼성 래미안)"
913,288161,안양 비산삼호점,경기 안양시 동안구 관악대로 177 (비산동)
914,288162,안양 비산래미안1점,"경기 안양시 동안구 관악대로 133 (비산동, 비산삼성래미안아파트 상가동)"
915,288163,안양 비산꿈에그린점,경기 안양시 동안구 경수대로883번길 40 (비산동)
916,288164,안양 범계점,"경기 안양시 동안구 동안로 98 (호계동, 목련선경아파트 상가동)"
917,288165,안양 동편마을3단지점,"경기 안양시 동안구 동편로 110 (관양동, 동편마을)"
918,288166,안양 관악부영점,"경기 안양시 동안구 학의로 44 (비산동, 관악부영아파트 상가동)"
919,288167,안양 공작부영점,"경기 안양시 동안구 관평로212번길 21 (관양동, 공작부영아파트)"
920,288168,안성 용머리초점,경기 안성시 공도읍 기업단지로 57-11 (용두리)
921,288169,안성 아양수학교실점,경기 안성시 아양1로 67 (옥산동)
922,288170,안성 당왕대우경남점,경기 안성시 당왕동
923,288171,안성 공도블루밍점,경기 안성시 공도읍 만정리 880
924,288172,안성 공도금호점,"경기 안성시 공도읍 도화길 87 (만정리, 안성공도금호어울림)"
925,288173,안성 kcc스위첸점,"경기 안성시 공도읍 공도로 150 (만정리, 케이씨씨스위첸)"
926,288174,안산호수공원대림점,"경기 안산시 단원구 광덕서로 19 (고잔동, 호수공원대림아파트)"
927,288175,안산푸르지오5차점,"경기 안산시 단원구 광덕2로 121 (고잔동, 안산고잔5차푸르지오)"
928,288176,안산자이그랑시티1차,"경기 안산시 상록구 해양4로 31 (사동, 그랑시티자이)"
929,288177,안산원곡푸르지오8차점,"경기 안산시 단원구 원초로 9 (원곡동, 안산8차푸르지오)"
930,288178,안산신길대월점,경기 안산시 단원구 신길로 87 (신길동)
931,288179,안산본오우성점,"경기 안산시 상록구 본오로 145 (본오동, 우성아파트)"
932,288180,안산 해법아영샘수학점,"경기 안산시 단원구 초지로 124 (초지동, 골드프라자)"
933,288181,안산 푸른마을5단지점,"경기 안산시 상록구 광덕4로 460 (사동, 푸른마을주공5단지아파트)"
934,288182,안산 푸르지오7차점,"경기 안산시 상록구 해양1로 30 (사동, 안산고잔7차푸르지오)"
935,288183,안산 푸르지오3차점,"경기 안산시 단원구 광덕동로 110 (고잔동, 안산고잔3차푸르지오 상가동)"
936,288184,안산 푸르지오1차점,경기 안산시 단원구 고잔동 781
937,288185,안산 초지풍림교실점,경기 안산시 단원구 초지동 731
938,288186,안산 초지12단지점,"경기 안산시 단원구 초지동로 73 (초지동, 황금프라자)"
939,288187,안산 월피현대점,"경기도 안산시 상록구 충장로 579 (월피동, 안산현대2차아파트 상가동(B동))"
940,288188,안산 원곡경남점,"경기 안산시 단원구 원선1로 61 (원곡동, 경남아너스빌아파트)"
941,288189,안산 영재해법점,경기 안산시 상록구 부곡로 74 (부곡동)
942,288190,안산 스마트해법수학초지점,경기 안산시 단원구 초지동로 35
943,288191,안산 스마트해법수학메이저타운점,"경기 안산시 단원구 화랑로 160 (초지동, 초지역메이저타운푸르지오-메트로단지)"
944,288192,안산 스마트해법수학건건학원점,경기 안산시 상록구 건건로 122 (건건동)
945,288193,안산 센트럴푸르지오점,경기 안산시 단원구 고잔로 115 (고잔동)
946,288194,안산 성포주공11단지점,"경기 안산시 상록구 성포로 45 (성포동, 주공11단지아파트)"
947,288195,안산 선부점,경기 안산시 단원구 달미로 100 (선부동)
948,288196,안산 선부뿌리탑수학점,경기 안산시 단원구 와동 753-10
949,288197,안산 상록탑클래스점,경기 안산시 상록구 반석로1길 14 (본오동)
950,288198,안산 부곡점,경기 안산시 상록구 부곡동 607-3
951,288199,안산 본원점,경기 안산시 상록구 본오동 885-15
952,288200,안산 메트로푸르지오점,"경기 안산시 단원구 석수로 138 (선부동, 안산 메트로타운 푸르지오힐스테이트)"
953,288201,안산 담원해법수학학원점,경기 안산시 상록구 팔곡이동 422-4
954,288202,안산 그랑시티자이2차점,경기 안산시 상록구 사동 1639-7
955,288203,안산 고잔그린빌8단지점,"경기 안산시 단원구 광덕2로 241 (고잔동, 그린빌주공8단지아파트)"
956,288204,안산 15단지 지니점,경기 안산시 단원구 초지2로 41
957,288205,안동 학샘수학학원,경북 안동시 옥서1길 81 (옥동)
958,288206,안동 용상초교실점,경북 안동시 중평5길 39-9 (용상동)
959,288207,안동 용상세인트점,경북 안동시 용상동 현대아파트
960,288208,안동 용상6주공점,"경북 안동시 경동로 977-5 (용상동, 주공본가타운)"
961,288209,안동 옥동점,경북 안동시 노하길 397-10 (송현동)
